,NO_1,NO_2,NO_3,NO_4,NO_5
2023-03-04 07:00:00+01:00,99.32,99.32,31.55,24.18,99.32
2023-03-04 08:00:00+01:00,100.69,100.69,31.99,25.01,100.69
2023-03-04 09:00:00+01:00,99.99,99.99,32.39,25.27,99.99
2023-03-04 10:00:00+01:00,99.93,99.93,32.29,25.39,99.93
2023-03-04 11:00:00+01:00,97.54,97.54,31.81,25.11,97.54
2023-03-04 12:00:00+01:00,92.43,92.43,30.93,24.98,92.43
2023-03-04 13:00:00+01:00,94.32,94.32,30.72,24.98,94.32
2023-03-04 14:00:00+01:00,97.87,97.87,30.92,25.06,97.87
2023-03-04 15:00:00+01:00,99.25,99.25,30.91,24.98,99.25
2023-03-04 16:00:00+01:00,103.59,103.59,30.91,25.03,103.59
2023-03-04 17:00:00+01:00,111.42,111.42,30.73,25.22,111.42
2023-03-04 18:00:00+01:00,113.86,113.86,29.28,25.27,113.86
2023-03-04 19:00:00+01:00,113.61,113.61,29.05,25.1,113.61
2023-03-04 20:00:00+01:00,112.07,112.07,29.96,24.64,112.07
2023-03-04 21:00:00+01:00,110.66,110.66,30.1,24.21,110.66
2023-03-04 22:00:00+01:00,107.93,107.93,31.25,23.99,107.93
2023-03-04 23:00:00+01:00,105.81,105.81,32.61,23.95,105.81
2023-03-05 00:00:00+01:00,104.87,104.87,35.75,23.81,104.87
2023-03-05 01:00:00+01:00,103.17,103.17,36.92,23.91,103.17
2023-03-05 02:00:00+01:00,102.49,102.49,38.0,23.95,102.49
2023-03-05 03:00:00+01:00,103.99,103.99,38.34,23.97,103.99
2023-03-05 04:00:00+01:00,102.73,102.73,38.68,24.22,102.73
2023-03-05 05:00:00+01:00,103.12,103.12,38.72,24.15,103.12
2023-03-05 06:00:00+01:00,105.03,105.03,39.75,24.9,105.03
2023-03-05 07:00:00+01:00,105.78,105.78,40.31,25.58,105.78
2023-03-05 08:00:00+01:00,107.72,107.72,41.7,25.99,107.72
2023-03-05 09:00:00+01:00,107.73,107.73,43.89,26.25,107.73
2023-03-05 10:00:00+01:00,105.18,105.18,44.69,26.36,105.18
2023-03-05 11:00:00+01:00,106.8,106.8,44.67,26.35,106.8
2023-03-05 12:00:00+01:00,106.83,106.83,48.43,26.39,106.83
2023-03-05 13:00:00+01:00,105.14,105.14,47.82,26.42,105.14
2023-03-05 14:00:00+01:00,106.8,106.8,51.08,26.46,106.8
2023-03-05 15:00:00+01:00,110.59,110.59,50.42,26.34,110.59
2023-03-05 16:00:00+01:00,113.67,113.67,51.23,26.37,113.67
2023-03-05 17:00:00+01:00,138.53,138.53,51.99,26.56,138.53
2023-03-05 18:00:00+01:00,161.5,161.5,52.76,26.49,161.5
2023-03-05 19:00:00+01:00,165.2,165.2,51.99,26.43,165.2
2023-03-05 20:00:00+01:00,147.67,147.67,51.93,26.96,147.67
2023-03-05 21:00:00+01:00,144.99,144.99,53.38,26.38,144.99
2023-03-05 22:00:00+01:00,136.97,136.97,54.48,26.25,136.97
2023-03-05 23:00:00+01:00,117.72,117.72,53.16,26.2,117.72
2023-03-06 00:00:00+01:00,130.6,130.6,61.37,28.83,130.6
2023-03-06 01:00:00+01:00,118.52,118.52,69.21,28.19,118.52
2023-03-06 02:00:00+01:00,116.81,116.81,72.54,28.1,116.81
2023-03-06 03:00:00+01:00,117.6,117.6,74.67,28.23,117.6
2023-03-06 04:00:00+01:00,118.23,118.23,77.01,28.44,118.23
2023-03-06 05:00:00+01:00,131.25,131.25,75.65,28.74,131.25
2023-03-06 06:00:00+01:00,131.26,131.26,78.58,31.63,131.26
2023-03-06 07:00:00+01:00,179.26,179.27,80.43,31.9,179.26
2023-03-06 08:00:00+01:00,210.36,210.36,145.56,145.56,210.36
2023-03-06 09:00:00+01:00,182.52,182.52,182.52,182.52,182.52
2023-03-06 10:00:00+01:00,164.98,164.98,164.98,164.98,164.98
2023-03-06 11:00:00+01:00,155.86,155.86,155.86,155.86,155.86
2023-03-06 12:00:00+01:00,145.27,145.27,149.92,149.92,145.27
2023-03-06 13:00:00+01:00,140.45,140.45,144.95,144.95,140.45
2023-03-06 14:00:00+01:00,119.2,119.2,144.3,144.3,119.2
2023-03-06 15:00:00+01:00,119.96,119.96,145.78,145.78,119.96
2023-03-06 16:00:00+01:00,113.89,113.89,152.0,152.0,113.89
2023-03-06 17:00:00+01:00,128.08,128.08,128.19,128.19,128.08
2023-03-06 18:00:00+01:00,154.21,154.21,154.21,154.21,154.21
2023-03-06 19:00:00+01:00,166.35,166.35,166.35,166.35,166.35
2023-03-06 20:00:00+01:00,124.05,124.05,129.39,129.39,124.05
2023-03-06 21:00:00+01:00,123.77,123.77,133.6,133.6,123.77
2023-03-06 22:00:00+01:00,114.67,114.67,120.65,120.65,114.67
2023-03-06 23:00:00+01:00,108.58,108.58,108.58,108.58,108.58
2023-03-07 00:00:00+01:00,100.95,100.95,100.95,100.95,100.95
2023-03-07 01:00:00+01:00,97.09,97.09,97.09,97.09,97.09
2023-03-07 02:00:00+01:00,92.91,92.91,92.91,92.91,92.91
2023-03-07 03:00:00+01:00,89.93,89.93,83.93,83.93,89.93
2023-03-07 04:00:00+01:00,89.92,89.92,80.45,80.45,89.92
2023-03-07 05:00:00+01:00,91.47,91.47,87.68,87.68,91.47
2023-03-07 06:00:00+01:00,98.71,98.71,98.71,98.71,98.71
2023-03-07 07:00:00+01:00,102.55,102.55,102.55,102.55,102.55
2023-03-07 08:00:00+01:00,105.59,105.59,105.59,105.59,105.59
2023-03-07 09:00:00+01:00,98.45,98.45,98.45,98.45,98.45
2023-03-07 10:00:00+01:00,97.3,97.3,97.3,97.3,97.3
2023-03-07 11:00:00+01:00,97.27,97.27,96.9,96.9,97.27
2023-03-07 12:00:00+01:00,96.97,96.97,89.91,89.91,96.97
2023-03-07 13:00:00+01:00,96.86,96.86,96.17,96.17,96.86
2023-03-07 14:00:00+01:00,98.33,98.33,95.07,95.07,98.33
2023-03-07 15:00:00+01:00,100.5,100.5,97.6,97.6,100.5
2023-03-07 16:00:00+01:00,106.6,106.6,98.97,98.97,106.6
2023-03-07 17:00:00+01:00,116.34,116.34,95.07,95.07,116.34
2023-03-07 18:00:00+01:00,145.15,145.15,91.37,91.37,129.91
2023-03-07 19:00:00+01:00,129.23,129.23,86.0,86.0,129.23
2023-03-07 20:00:00+01:00,113.35,113.35,80.19,80.19,113.35
2023-03-07 21:00:00+01:00,112.39,112.39,71.9,71.9,112.39
2023-03-07 22:00:00+01:00,112.09,112.09,63.03,63.03,112.09
2023-03-07 23:00:00+01:00,111.21,111.21,57.42,57.42,111.21
2023-03-08 00:00:00+01:00,110.98,110.98,73.61,73.61,110.98
2023-03-08 01:00:00+01:00,108.85,108.85,71.01,71.01,108.85
2023-03-08 02:00:00+01:00,108.77,108.77,70.07,70.07,108.77
2023-03-08 03:00:00+01:00,107.78,107.78,68.84,68.84,107.78
2023-03-08 04:00:00+01:00,107.78,107.78,68.44,68.44,107.78
2023-03-08 05:00:00+01:00,114.57,114.57,68.63,68.63,114.57
2023-03-08 06:00:00+01:00,136.32,136.32,68.77,68.77,136.32
2023-03-08 07:00:00+01:00,153.61,153.61,71.04,71.04,153.61
2023-03-08 08:00:00+01:00,168.68,168.68,68.76,68.76,168.68
2023-03-08 09:00:00+01:00,158.27,158.27,70.39,70.39,158.27
2023-03-08 10:00:00+01:00,148.56,148.56,68.88,68.88,148.56
2023-03-08 11:00:00+01:00,139.99,139.99,72.12,72.12,139.99
2023-03-08 12:00:00+01:00,133.19,133.19,79.29,79.29,133.19
2023-03-08 13:00:00+01:00,131.44,131.44,76.04,76.04,131.44
2023-03-08 14:00:00+01:00,133.18,133.18,81.7,81.7,133.18
2023-03-08 15:00:00+01:00,136.72,136.72,83.07,83.07,136.72
2023-03-08 16:00:00+01:00,139.99,139.99,81.89,81.89,139.99
2023-03-08 17:00:00+01:00,148.27,148.27,70.39,70.39,148.27
2023-03-08 18:00:00+01:00,161.71,161.71,70.81,70.81,140.74
2023-03-08 19:00:00+01:00,164.75,164.75,68.8,68.8,164.75
2023-03-08 20:00:00+01:00,149.0,149.0,68.64,68.64,133.67
2023-03-08 21:00:00+01:00,130.46,130.46,69.19,69.19,130.46
2023-03-08 22:00:00+01:00,124.83,124.83,68.9,68.9,124.83
2023-03-08 23:00:00+01:00,115.31,115.31,68.97,68.97,115.31
2023-03-09 00:00:00+01:00,113.66,113.66,78.32,78.32,113.66
2023-03-09 01:00:00+01:00,111.39,111.39,78.22,78.22,111.39
2023-03-09 02:00:00+01:00,110.11,110.11,76.14,76.14,110.11
2023-03-09 03:00:00+01:00,108.92,108.92,72.71,72.71,108.92
2023-03-09 04:00:00+01:00,109.31,109.31,73.03,73.03,109.31
2023-03-09 05:00:00+01:00,112.05,112.05,72.61,72.61,112.05
2023-03-09 06:00:00+01:00,130.31,130.31,69.62,69.62,130.31
2023-03-09 07:00:00+01:00,145.65,145.65,71.01,71.01,145.65
2023-03-09 08:00:00+01:00,154.45,154.45,70.25,70.25,154.45
2023-03-09 09:00:00+01:00,146.55,146.55,66.61,66.61,146.55
2023-03-09 10:00:00+01:00,138.24,138.24,66.71,66.71,138.24
2023-03-09 11:00:00+01:00,127.99,127.99,70.92,70.92,127.99
2023-03-09 12:00:00+01:00,118.46,118.46,72.66,72.66,118.46
2023-03-09 13:00:00+01:00,113.07,113.07,70.98,70.98,113.07
2023-03-09 14:00:00+01:00,112.82,112.82,65.97,65.97,112.82
2023-03-09 15:00:00+01:00,113.1,113.1,64.87,64.87,113.1
2023-03-09 16:00:00+01:00,114.69,114.69,63.94,63.94,114.69
2023-03-09 17:00:00+01:00,127.98,127.98,63.26,63.26,127.98
2023-03-09 18:00:00+01:00,127.99,127.99,60.9,60.9,127.99
2023-03-09 19:00:00+01:00,140.55,140.55,60.61,60.61,140.55
2023-03-09 20:00:00+01:00,130.91,130.91,58.87,58.87,130.91
2023-03-09 21:00:00+01:00,121.21,121.21,57.39,57.39,121.21
2023-03-09 22:00:00+01:00,117.81,117.81,56.07,56.07,117.81
2023-03-09 23:00:00+01:00,108.94,108.94,55.07,55.07,108.94
2023-03-10 00:00:00+01:00,102.89,102.89,50.89,50.89,102.89
2023-03-10 01:00:00+01:00,100.68,100.68,49.07,49.07,100.68
2023-03-10 02:00:00+01:00,99.06,99.06,49.66,49.66,99.06
2023-03-10 03:00:00+01:00,98.84,98.84,49.21,49.21,98.84
2023-03-10 04:00:00+01:00,99.09,99.09,50.86,50.86,99.09
2023-03-10 05:00:00+01:00,105.0,105.0,56.41,56.41,105.0
2023-03-10 06:00:00+01:00,113.85,113.85,53.87,53.87,113.85
2023-03-10 07:00:00+01:00,132.67,132.67,56.98,56.98,132.67
2023-03-10 08:00:00+01:00,136.54,136.54,59.97,59.97,136.54
2023-03-10 09:00:00+01:00,132.65,132.65,60.95,60.95,132.65
2023-03-10 10:00:00+01:00,128.06,128.06,64.2,64.2,128.06
2023-03-10 11:00:00+01:00,121.22,121.22,68.14,68.14,121.22
2023-03-10 12:00:00+01:00,112.93,112.93,78.68,78.68,112.93
2023-03-10 13:00:00+01:00,109.91,109.91,78.57,78.57,109.91
2023-03-10 14:00:00+01:00,111.35,111.35,78.41,78.41,111.35
2023-03-10 15:00:00+01:00,109.35,109.35,73.66,73.66,109.35
2023-03-10 16:00:00+01:00,110.1,110.1,72.65,72.65,110.1
2023-03-10 17:00:00+01:00,121.92,121.92,67.75,67.75,121.92
2023-03-10 18:00:00+01:00,130.69,130.69,65.8,65.8,130.69
2023-03-10 19:00:00+01:00,124.84,124.84,63.05,63.05,124.84
2023-03-10 20:00:00+01:00,110.12,110.12,62.4,62.4,110.12
2023-03-10 21:00:00+01:00,107.3,107.3,62.37,62.37,107.3
2023-03-10 22:00:00+01:00,99.99,99.99,62.34,62.34,99.99
2023-03-10 23:00:00+01:00,93.96,93.96,61.93,61.93,93.96
2023-03-11 00:00:00+01:00,92.25,92.25,70.22,70.22,92.25
2023-03-11 01:00:00+01:00,90.75,90.75,71.11,62.09,90.75
2023-03-11 02:00:00+01:00,90.28,90.28,73.08,62.02,90.28
2023-03-11 03:00:00+01:00,90.04,90.04,78.5,62.04,90.04
2023-03-11 04:00:00+01:00,92.09,92.09,78.43,51.53,92.09
2023-03-11 05:00:00+01:00,97.85,97.85,78.34,51.2,97.85
2023-03-11 06:00:00+01:00,104.24,104.24,78.0,48.17,104.24
2023-03-11 07:00:00+01:00,110.09,110.09,78.89,62.02,110.09
2023-03-11 08:00:00+01:00,110.88,110.88,80.99,62.09,110.88
2023-03-11 09:00:00+01:00,106.37,106.37,86.89,71.02,106.37
2023-03-11 10:00:00+01:00,95.52,95.52,89.66,70.68,95.52
2023-03-11 11:00:00+01:00,89.27,89.27,81.95,70.68,89.27
2023-03-11 12:00:00+01:00,84.91,84.91,78.66,70.65,84.91
2023-03-11 13:00:00+01:00,83.63,83.63,60.0,60.0,83.63
2023-03-11 14:00:00+01:00,84.58,84.58,60.96,60.96,84.58
2023-03-11 15:00:00+01:00,89.76,89.76,80.65,80.65,89.76
2023-03-11 16:00:00+01:00,98.02,98.02,84.1,81.83,98.02
2023-03-11 17:00:00+01:00,106.45,106.45,82.59,82.59,106.45
2023-03-11 18:00:00+01:00,111.21,111.21,84.22,84.22,111.21
2023-03-11 19:00:00+01:00,110.43,110.43,80.27,80.27,110.43
2023-03-11 20:00:00+01:00,106.03,106.03,78.19,78.19,106.03
2023-03-11 21:00:00+01:00,103.42,103.42,70.28,70.28,103.42
2023-03-11 22:00:00+01:00,101.19,101.19,63.34,63.34,101.19
2023-03-11 23:00:00+01:00,99.93,99.93,58.7,58.7,99.93
2023-03-12 00:00:00+01:00,104.09,104.09,64.83,64.83,104.09
2023-03-12 01:00:00+01:00,100.28,100.28,59.94,59.94,100.28
2023-03-12 02:00:00+01:00,98.05,98.05,57.76,57.76,98.05
2023-03-12 03:00:00+01:00,93.13,93.13,56.43,56.43,93.13
2023-03-12 04:00:00+01:00,91.84,91.84,57.06,57.06,91.84
2023-03-12 05:00:00+01:00,92.08,92.08,57.0,57.0,92.08
2023-03-12 06:00:00+01:00,92.01,92.01,59.08,59.08,92.01
2023-03-12 07:00:00+01:00,91.71,91.71,61.91,61.91,91.71
2023-03-12 08:00:00+01:00,92.97,92.97,59.27,59.27,92.97
2023-03-12 09:00:00+01:00,94.79,94.79,58.23,58.23,94.79
2023-03-12 10:00:00+01:00,94.56,94.56,59.95,59.95,94.56
2023-03-12 11:00:00+01:00,90.6,90.6,59.11,59.11,90.6
2023-03-12 12:00:00+01:00,85.62,85.62,56.64,56.64,85.62
2023-03-12 13:00:00+01:00,84.11,84.11,56.7,56.7,84.11
2023-03-12 14:00:00+01:00,81.56,81.56,56.11,56.11,81.56
2023-03-12 15:00:00+01:00,83.01,83.01,57.11,57.11,83.01
2023-03-12 16:00:00+01:00,89.34,89.34,55.63,55.63,89.34
2023-03-12 17:00:00+01:00,100.91,100.91,52.07,52.07,100.91
2023-03-12 18:00:00+01:00,109.46,109.46,50.54,50.54,109.46
2023-03-12 19:00:00+01:00,111.21,111.21,48.89,48.89,111.21
2023-03-12 20:00:00+01:00,105.85,105.85,47.97,47.97,105.85
2023-03-12 21:00:00+01:00,101.44,101.44,46.43,46.43,101.44
2023-03-12 22:00:00+01:00,94.87,94.87,46.98,46.98,94.87
2023-03-12 23:00:00+01:00,86.17,86.17,46.39,46.39,86.17
2023-03-13 00:00:00+01:00,79.13,79.13,49.84,49.84,81.28
2023-03-13 01:00:00+01:00,74.97,74.97,39.15,39.15,81.58
2023-03-13 02:00:00+01:00,69.96,69.96,34.57,34.57,81.68
2023-03-13 03:00:00+01:00,59.97,59.97,30.46,30.46,81.68
2023-03-13 04:00:00+01:00,59.99,59.99,33.7,33.7,81.7
2023-03-13 05:00:00+01:00,71.94,71.94,35.12,34.18,81.72
2023-03-13 06:00:00+01:00,84.35,84.35,55.74,38.49,84.35
2023-03-13 07:00:00+01:00,86.67,86.67,86.67,48.84,86.67
2023-03-13 08:00:00+01:00,91.15,91.15,91.15,48.41,91.15
2023-03-13 09:00:00+01:00,91.5,91.5,118.1,42.46,91.5
2023-03-13 10:00:00+01:00,89.95,89.95,149.4,31.26,89.95
2023-03-13 11:00:00+01:00,90.33,90.33,149.44,30.86,90.33
2023-03-13 12:00:00+01:00,90.44,90.44,112.89,33.28,90.44
2023-03-13 13:00:00+01:00,90.22,90.22,90.22,33.8,90.22
2023-03-13 14:00:00+01:00,89.64,89.64,89.64,32.59,89.64
2023-03-13 15:00:00+01:00,88.61,88.61,88.61,31.58,88.61
2023-03-13 16:00:00+01:00,88.02,88.02,88.02,31.66,88.02
2023-03-13 17:00:00+01:00,86.47,86.47,47.38,47.38,86.47
2023-03-13 18:00:00+01:00,91.24,91.24,52.48,52.48,91.24
2023-03-13 19:00:00+01:00,94.11,94.11,48.87,48.87,94.11
2023-03-13 20:00:00+01:00,88.9,88.9,46.27,43.84,88.9
2023-03-13 21:00:00+01:00,86.11,86.11,44.25,42.18,86.11
2023-03-13 22:00:00+01:00,86.49,86.49,43.49,34.6,86.49
2023-03-13 23:00:00+01:00,81.57,81.57,42.17,24.26,81.57
2023-03-14 00:00:00+01:00,79.03,79.03,40.6,24.13,79.03
2023-03-14 01:00:00+01:00,81.63,81.63,39.65,24.29,81.63
2023-03-14 02:00:00+01:00,80.48,80.48,39.62,24.3,80.48
2023-03-14 03:00:00+01:00,76.11,76.11,39.45,24.3,76.19
2023-03-14 04:00:00+01:00,74.15,74.15,41.77,24.32,74.18
2023-03-14 05:00:00+01:00,75.13,75.13,47.45,26.98,75.13
2023-03-14 06:00:00+01:00,84.97,84.97,45.58,42.6,86.4
2023-03-14 07:00:00+01:00,93.12,93.12,69.47,69.47,93.12
2023-03-14 08:00:00+01:00,96.41,96.41,92.57,92.57,96.41
2023-03-14 09:00:00+01:00,91.54,91.54,81.36,81.36,91.54
2023-03-14 10:00:00+01:00,89.77,89.77,73.78,73.78,89.77
2023-03-14 11:00:00+01:00,88.21,88.21,60.94,60.94,88.21
2023-03-14 12:00:00+01:00,87.68,87.68,53.26,53.26,87.68
2023-03-14 13:00:00+01:00,87.09,87.09,59.6,59.6,87.09
2023-03-14 14:00:00+01:00,87.11,87.11,65.45,65.45,87.11
2023-03-14 15:00:00+01:00,88.09,88.09,59.82,59.82,88.09
2023-03-14 16:00:00+01:00,91.62,91.62,78.83,78.83,91.62
2023-03-14 17:00:00+01:00,99.91,99.91,99.91,99.91,99.91
2023-03-14 18:00:00+01:00,104.06,104.06,98.15,98.15,104.06
2023-03-14 19:00:00+01:00,104.04,104.04,85.38,85.38,104.04
2023-03-14 20:00:00+01:00,102.22,102.22,78.65,78.65,102.22
2023-03-14 21:00:00+01:00,102.01,102.01,63.79,63.79,102.01
2023-03-14 22:00:00+01:00,102.03,102.03,54.34,54.34,102.03
2023-03-14 23:00:00+01:00,101.18,101.18,50.58,50.58,101.18
2023-03-15 00:00:00+01:00,102.36,102.36,59.83,59.83,102.36
2023-03-15 01:00:00+01:00,101.29,101.29,56.95,56.95,101.29
2023-03-15 02:00:00+01:00,100.74,100.74,56.94,56.94,100.74
2023-03-15 03:00:00+01:00,101.15,101.15,54.95,54.95,101.15
2023-03-15 04:00:00+01:00,101.59,101.59,54.61,54.61,101.59
2023-03-15 05:00:00+01:00,104.94,104.94,57.23,57.23,104.94
2023-03-15 06:00:00+01:00,112.86,112.86,54.66,54.66,112.86
2023-03-15 07:00:00+01:00,136.33,136.33,57.41,57.41,136.33
2023-03-15 08:00:00+01:00,148.68,148.68,75.26,75.26,148.68
2023-03-15 09:00:00+01:00,111.63,111.63,78.4,78.4,111.63
2023-03-15 10:00:00+01:00,103.27,103.27,65.03,65.03,103.27
2023-03-15 11:00:00+01:00,98.42,98.42,56.41,56.41,98.42
2023-03-15 12:00:00+01:00,93.95,93.95,53.13,53.13,93.95
2023-03-15 13:00:00+01:00,93.75,93.75,50.77,50.77,93.75
2023-03-15 14:00:00+01:00,96.01,96.01,50.0,50.0,96.01
2023-03-15 15:00:00+01:00,97.32,97.32,49.74,49.74,97.32
2023-03-15 16:00:00+01:00,101.05,101.05,49.75,49.75,101.05
2023-03-15 17:00:00+01:00,108.07,108.07,48.59,48.59,108.07
2023-03-15 18:00:00+01:00,111.23,111.23,43.4,42.15,111.23
2023-03-15 19:00:00+01:00,109.53,109.53,42.04,42.04,109.53
2023-03-15 20:00:00+01:00,106.51,106.51,42.16,33.39,106.51
2023-03-15 21:00:00+01:00,107.41,107.41,42.79,33.38,107.41
2023-03-15 22:00:00+01:00,108.66,108.66,43.95,33.37,108.66
2023-03-15 23:00:00+01:00,109.03,109.03,42.11,29.28,109.03
2023-03-16 00:00:00+01:00,104.37,104.37,54.94,32.15,104.37
2023-03-16 01:00:00+01:00,103.77,103.77,55.8,30.85,103.77
2023-03-16 02:00:00+01:00,100.15,100.15,58.26,30.84,100.15
2023-03-16 03:00:00+01:00,97.33,97.33,65.99,31.4,97.33
2023-03-16 04:00:00+01:00,95.79,95.79,69.86,33.45,95.79
2023-03-16 05:00:00+01:00,100.28,100.28,88.98,35.39,100.28
2023-03-16 06:00:00+01:00,108.37,108.37,48.01,43.46,108.37
2023-03-16 07:00:00+01:00,136.31,136.31,53.66,48.18,136.31
2023-03-16 08:00:00+01:00,133.75,133.75,56.99,56.99,133.75
2023-03-16 09:00:00+01:00,112.49,112.49,68.22,68.22,112.49
2023-03-16 10:00:00+01:00,100.93,100.93,75.56,75.56,100.93
2023-03-16 11:00:00+01:00,93.78,93.78,73.63,70.48,93.78
2023-03-16 12:00:00+01:00,88.54,88.54,68.7,61.6,88.54
2023-03-16 13:00:00+01:00,81.53,81.53,63.48,61.55,81.64
2023-03-16 14:00:00+01:00,83.06,83.06,60.29,53.09,83.06
2023-03-16 15:00:00+01:00,89.65,89.65,54.38,49.99,89.65
2023-03-16 16:00:00+01:00,93.85,93.85,50.0,50.0,93.85
2023-03-16 17:00:00+01:00,99.53,99.53,50.0,50.0,99.53
2023-03-16 18:00:00+01:00,100.99,100.99,51.69,51.69,100.99
2023-03-16 19:00:00+01:00,99.52,99.52,50.0,50.0,99.52
2023-03-16 20:00:00+01:00,96.0,96.0,50.99,50.99,96.0
2023-03-16 21:00:00+01:00,94.01,94.01,46.69,46.69,94.01
2023-03-16 22:00:00+01:00,89.91,89.91,43.68,40.9,89.91
2023-03-16 23:00:00+01:00,83.02,83.02,37.81,35.39,83.02
2023-03-17 00:00:00+01:00,80.27,80.27,33.91,26.87,80.27
2023-03-17 01:00:00+01:00,79.88,79.88,32.62,26.39,79.88
2023-03-17 02:00:00+01:00,79.94,79.94,31.57,25.95,79.94
2023-03-17 03:00:00+01:00,77.64,77.64,29.99,25.83,77.64
2023-03-17 04:00:00+01:00,78.85,78.85,29.55,25.88,78.85
2023-03-17 05:00:00+01:00,86.77,86.77,29.65,25.86,86.77
2023-03-17 06:00:00+01:00,91.82,91.82,31.41,26.66,91.82
2023-03-17 07:00:00+01:00,95.39,95.39,33.29,27.42,95.39
2023-03-17 08:00:00+01:00,96.24,96.24,33.56,27.29,96.24
2023-03-17 09:00:00+01:00,92.51,92.51,32.81,26.76,92.51
2023-03-17 10:00:00+01:00,89.63,89.63,32.86,26.15,89.63
2023-03-17 11:00:00+01:00,85.52,85.52,32.56,25.92,85.52
2023-03-17 12:00:00+01:00,84.07,84.07,32.51,25.66,84.07
2023-03-17 13:00:00+01:00,87.26,87.26,32.3,25.45,87.26
2023-03-17 14:00:00+01:00,90.36,90.36,32.34,25.47,90.36
2023-03-17 15:00:00+01:00,94.85,94.85,30.14,25.47,94.85
2023-03-17 16:00:00+01:00,97.14,97.14,29.78,25.28,97.14
2023-03-17 17:00:00+01:00,101.29,101.29,29.37,25.27,101.29
2023-03-17 18:00:00+01:00,104.29,104.29,28.92,25.43,104.29
2023-03-17 19:00:00+01:00,101.82,101.82,27.89,25.45,101.82
2023-03-17 20:00:00+01:00,98.67,98.67,29.97,24.19,98.67
2023-03-17 21:00:00+01:00,97.43,97.43,32.69,23.35,97.43
2023-03-17 22:00:00+01:00,97.45,97.45,32.48,22.35,97.45
2023-03-17 23:00:00+01:00,96.81,96.81,28.88,20.13,96.81
2023-03-18 00:00:00+01:00,96.08,96.08,17.51,17.51,96.08
2023-03-18 01:00:00+01:00,95.21,95.21,17.15,17.15,95.21
2023-03-18 02:00:00+01:00,93.84,93.84,15.53,15.53,93.84
2023-03-18 03:00:00+01:00,92.06,92.06,15.25,15.25,92.06
2023-03-18 04:00:00+01:00,93.1,93.1,17.23,17.23,93.1
2023-03-18 05:00:00+01:00,96.61,96.61,21.03,21.03,96.61
2023-03-18 06:00:00+01:00,97.29,98.18,21.54,21.54,97.29
2023-03-18 07:00:00+01:00,99.29,99.29,22.97,22.97,99.29
2023-03-18 08:00:00+01:00,97.53,97.53,28.72,24.32,97.53
2023-03-18 09:00:00+01:00,98.19,98.19,29.86,24.69,98.19
2023-03-18 10:00:00+01:00,94.0,94.0,32.69,25.19,94.0
2023-03-18 11:00:00+01:00,90.28,90.28,32.78,26.17,90.28
2023-03-18 12:00:00+01:00,86.75,86.75,32.41,27.79,86.75
2023-03-18 13:00:00+01:00,83.87,83.87,31.88,29.9,83.87
2023-03-18 14:00:00+01:00,88.28,88.28,32.4,30.4,88.28
2023-03-18 15:00:00+01:00,91.71,91.71,35.03,31.3,91.71
2023-03-18 16:00:00+01:00,96.76,96.76,42.8,33.37,96.76
2023-03-18 17:00:00+01:00,100.8,100.8,48.02,35.09,100.8
2023-03-18 18:00:00+01:00,101.96,101.96,54.2,35.59,101.96
2023-03-18 19:00:00+01:00,103.54,103.54,55.25,35.29,103.54
2023-03-18 20:00:00+01:00,101.18,101.18,54.02,34.7,101.18
2023-03-18 21:00:00+01:00,99.3,99.3,53.88,34.93,99.3
2023-03-18 22:00:00+01:00,97.21,97.21,50.9,33.74,97.21
2023-03-18 23:00:00+01:00,96.63,96.63,48.01,33.29,96.63
2023-03-19 00:00:00+01:00,96.7,96.7,45.59,36.05,96.7
2023-03-19 01:00:00+01:00,95.09,95.09,39.95,31.45,95.09
2023-03-19 02:00:00+01:00,95.26,95.26,38.82,30.71,95.26
2023-03-19 03:00:00+01:00,95.21,95.21,39.84,30.65,95.21
2023-03-19 04:00:00+01:00,95.06,95.06,42.01,30.67,95.06
2023-03-19 05:00:00+01:00,95.4,95.4,43.76,30.66,95.4
2023-03-19 06:00:00+01:00,95.42,95.42,45.48,30.72,95.42
2023-03-19 07:00:00+01:00,95.5,95.5,49.19,30.64,95.5
2023-03-19 08:00:00+01:00,96.7,96.7,60.0,27.8,96.7
2023-03-19 09:00:00+01:00,97.5,97.5,59.4,27.37,97.5
2023-03-19 10:00:00+01:00,97.3,97.3,55.43,26.17,97.3
2023-03-19 11:00:00+01:00,96.11,96.11,49.88,25.64,96.11
2023-03-19 12:00:00+01:00,94.18,94.18,46.3,25.24,94.18
2023-03-19 13:00:00+01:00,91.31,91.31,44.34,25.02,91.31
2023-03-19 14:00:00+01:00,92.25,92.25,42.59,25.02,92.25
2023-03-19 15:00:00+01:00,95.42,95.42,39.92,25.15,95.42
2023-03-19 16:00:00+01:00,97.78,97.78,36.39,25.28,97.78
2023-03-19 17:00:00+01:00,98.79,98.79,34.87,25.4,98.79
2023-03-19 18:00:00+01:00,99.94,99.94,35.54,25.5,99.94
2023-03-19 19:00:00+01:00,98.97,98.97,35.05,25.73,98.97
2023-03-19 20:00:00+01:00,98.43,98.43,33.48,25.92,98.43
2023-03-19 21:00:00+01:00,97.29,97.29,31.57,25.94,97.29
2023-03-19 22:00:00+01:00,96.7,96.7,28.31,26.28,96.7
2023-03-19 23:00:00+01:00,95.15,95.15,24.93,24.93,95.15
